GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
26900131,1610612764,Bullets,BLT,Baltimore,240,51,100.0,0.51,,,,32,39.0,0.82,,,,22.0,,,,28.0,134,
26900140,1610612749,Bucks,MIL,Milwaukee,240,42,98.0,0.428,,,,16,19.0,0.841,,,,26.0,,,,15.0,100,
26900140,1610612747,Lakers,LAL,Los Angeles,240,34,98.0,0.346,,,,13,16.0,0.812,,,,17.0,,,,21.0,81,
26900136,1610612745,Rockets,SDR,San Diego,265,53,125.0,0.423,,,,19,25.0,0.76,,,,26.0,,,,26.0,125,
26900136,1610612744,Warriors,SFW,San Francisco,265,46,111.0,0.413,,,,34,43.0,0.791,,,,24.0,,,,30.0,126,
26900138,1610612765,Pistons,DET,Detroit,0,41,,,,,,27,37.0,0.729,,,,,,,,26.0,109,
26900138,1610612741,Bulls,CHI,Chicago,0,52,,,,,,25,36.0,0.693,,,,,,,,28.0,129,
26900137,1610612738,Celtics,BOS,Boston,240,39,92.0,0.423,,,,36,48.0,0.75,,,,22.0,,,,36.0,114,
26900137,1610612755,76ers,PHL,Philadelphia,240,49,95.0,0.516,,,,37,52.0,0.711,,,,22.0,,,,32.0,135,
26900139,1610612737,Hawks,ATL,Atlanta,240,43,105.0,0.409,,,,22,28.0,0.786,,,,20.0,,,,17.0,108,
26900139,1610612752,Knicks,NYK,New York,240,59,99.0,0.595,,,,20,24.0,0.832,,,,34.0,,,,23.0,138,
26900141,1610612744,Warriors,SFW,San Francisco,240,45,107.0,0.42,,,,26,32.0,0.812,,,,24.0,,,,28.0,116,
26900141,1610612764,Bullets,BLT,Baltimore,240,41,99.0,0.413,,,,36,39.0,0.923,,,,19.0,,,,26.0,118,
26900144,1610612758,Royals,CIN,Cincinnati,240,44,86.0,0.512,,,,17,24.0,0.707,,,,17.0,,,,24.0,105,
26900144,1610612752,Knicks,NYK,New York,240,44,91.0,0.483,,,,18,25.0,0.719,,,,11.0,,,,21.0,106,
26900143,1610612747,Lakers,LAL,Los Angeles,240,43,97.0,0.443,,,,22,26.0,0.845,,,,22.0,,,,21.0,108,
26900143,1610612744,Warriors,SFW,San Francisco,240,46,96.0,0.478,,,,22,27.0,0.814,,,,19.0,,,,20.0,114,
26900145,1610612738,Celtics,BOS,Boston,240,41,113.0,0.362,,,,23,29.0,0.793,,,,20.0,,,,35.0,105,
26900145,1610612737,Hawks,ATL,Atlanta,240,46,100.0,0.46,,,,38,44.0,0.863,,,,22.0,,,,27.0,130,
26900142,1610612741,Bulls,CHI,Chicago,48,49,103.0,0.475,,,,28,38.0,0.736,,,,35.0,,,,24.0,126,
26900142,1610612745,Rockets,SDR,San Diego,0,48,85.0,0.564,,,,23,31.0,0.741,,,,16.0,,,,31.0,119,
26900146,1610612755,76ers,PHL,Philadelphia,240,45,104.0,0.432,,,,20,32.0,0.625,,,,35.0,,,,24.0,110,
26900146,1610612765,Pistons,DET,Detroit,240,35,93.0,0.376,,,,21,28.0,0.75,,,,21.0,,,,23.0,91,
26900147,1610612760,SuperSonics,SEA,Seattle,240,49,105.0,0.467,,,,32,41.0,0.78,,,,34.0,,,,30.0,130,
26900147,1610612756,Suns,PHX,Phoenix,240,47,89.0,0.528,,,,35,42.0,0.832,,,,32.0,,,,26.0,129,
26900150,1610612764,Bullets,BLT,Baltimore,0,41,27.0,1.518,,,,24,31.0,0.774,,,,3.0,,,,,106,
26900150,1610612738,Celtics,BOS,Boston,0,47,,,,,,27,29.0,0.931,,,,11.0,,,,6.0,121,
26900148,1610612737,Hawks,ATL,Atlanta,242,46,91.0,0.505,,,,36,41.0,0.878,,,,32.0,,,,23.0,128,
26900148,1610612758,Royals,CIN,Cincinnati,240,45,107.0,0.42,,,,21,31.0,0.677,,,,25.0,,,,28.0,111,
26900149,1610612749,Bucks,MIL,Milwaukee,240,46,109.0,0.421,,,,19,32.0,0.593,,,,25.0,,,,26.0,111,
26900149,1610612755,76ers,PHL,Philadelphia,240,54,102.0,0.529,,,,21,32.0,0.656,,,,31.0,,,,24.0,129,
26900153,1610612758,Royals,CIN,Cincinnati,240,43,88.0,0.488,,,,29,43.0,0.674,,,,22.0,,,,27.0,115,
26900153,1610612755,76ers,PHL,Philadelphia,240,42,95.0,0.442,,,,23,29.0,0.793,,,,23.0,,,,32.0,107,
26900151,1610612747,Lakers,LAL,Los Angeles,265,41,109.0,0.376,,,,32,41.0,0.78,,,,28.0,,,,31.0,114,
26900151,1610612741,Bulls,CHI,Chicago,265,45,108.0,0.416,,,,26,47.0,0.553,,,,19.0,,,,26.0,116,
26900152,1610612756,Suns,PHX,Phoenix,240,40,101.0,0.396,,,,36,47.0,0.766,,,,19.0,,,,24.0,116,
26900152,1610612760,SuperSonics,SEA,Seattle,240,44,91.0,0.483,,,,20,31.0,0.645,,,,23.0,,,,32.0,108,
26900154,1610612749,Bucks,MIL,Milwaukee,240,46,111.0,0.413,,,,19,24.0,0.792,,,,25.0,,,,15.0,111,
26900154,1610612745,Rockets,SDR,San Diego,240,45,105.0,0.428,,,,9,16.0,0.562,,,,24.0,,,,18.0,99,
26900157,1610612744,Warriors,SFW,San Francisco,240,45,98.0,0.459,,,,26,34.0,0.765,,,,24.0,,,,24.0,116,
26900157,1610612765,Pistons,DET,Detroit,240,40,92.0,0.434,,,,29,35.0,0.828,,,,17.0,,,,27.0,109,
26900159,1610612764,Bullets,BLT,Baltimore,240,54,117.0,0.462,,,,21,29.0,0.723,,,,25.0,,,,22.0,129,
26900159,1610612758,Royals,CIN,Cincinnati,240,47,101.0,0.465,,,,13,18.0,0.721,,,,11.0,,,,25.0,107,
26900156,1610612756,Suns,PHX,Phoenix,240,51,82.0,0.621,,,,19,30.0,0.633,,,,30.0,,,,24.0,121,
26900156,1610612741,Bulls,CHI,Chicago,240,43,106.0,0.406,,,,24,31.0,0.774,,,,18.0,,,,22.0,110,
26900155,1610612755,76ers,PHL,Philadelphia,250,42,104.0,0.404,,,,30,34.0,0.882,,,,23.0,,,,27.0,114,
26900155,1610612749,Bucks,MIL,Milwaukee,240,48,90.0,0.533,,,,26,44.0,0.59,,,,29.0,,,,26.0,122,
26900158,1610612752,Knicks,NYK,New York,240,50,106.0,0.471,,,,29,47.0,0.616,,,,36.0,,,,31.0,129,
26900158,1610612760,SuperSonics,SEA,Seattle,240,38,89.0,0.426,,,,33,40.0,0.824,,,,24.0,,,,30.0,109,
26900162,1610612738,Celtics,BOS,Boston,240,45,92.0,0.488,,,,23,33.0,0.696,,,,30.0,,,,23.0,113,
26900162,1610612764,Bullets,BLT,Baltimore,240,39,98.0,0.398,,,,27,33.0,0.817,,,,16.0,,,,24.0,105,
26900161,1610612758,Royals,CIN,Cincinnati,240,50,103.0,0.484,,,,17,26.0,0.654,,,,32.0,,,,33.0,117,
26900161,1610612760,SuperSonics,SEA,Seattle,240,41,90.0,0.456,,,,36,46.0,0.783,,,,22.0,,,,27.0,118,
26900160,1610612745,Rockets,SDR,San Diego,240,60,108.0,0.556,,,,26,31.0,0.838,,,,34.0,,,,27.0,146,
26900160,1610612741,Bulls,CHI,Chicago,240,51,117.0,0.435,,,,29,33.0,0.879,,,,19.0,,,,24.0,131,
26900163,1610612744,Warriors,SFW,San Francisco,240,41,103.0,0.398,,,,20,29.0,0.689,,,,23.0,,,,24.0,102,
26900163,1610612765,Pistons,DET,Detroit,240,43,102.0,0.421,,,,20,30.0,0.667,,,,20.0,,,,24.0,106,
26900164,1610612737,Hawks,ATL,Atlanta,240,47,99.0,0.474,,,,25,32.0,0.781,,,,26.0,,,,25.0,119,
26900164,1610612760,SuperSonics,SEA,Seattle,240,42,94.0,0.447,,,,27,29.0,0.931,,,,21.0,,,,24.0,111,
26900165,1610612756,Suns,PHX,Phoenix,240,48,100.0,0.479,,,,23,27.0,0.851,,,,25.0,,,,22.0,119,
26900165,1610612747,Lakers,LAL,Los Angeles,240,44,93.0,0.472,,,,21,27.0,0.778,,,,20.0,,,,21.0,109,
26900170,1610612764,Bullets,BLT,Baltimore,240,43,106.0,0.406,,,,21,27.0,0.778,,,,14.0,,,,19.0,107,
26900170,1610612752,Knicks,NYK,New York,240,47,98.0,0.479,,,,22,27.0,0.814,,,,22.0,,,,22.0,116,
26900171,1610612738,Celtics,BOS,Boston,240,37,87.0,0.424,,,,30,39.0,0.769,,,,19.0,,,,27.0,104,
26900171,1610612755,76ers,PHL,Philadelphia,240,42,99.0,0.423,,,,21,23.0,0.913,,,,17.0,,,,27.0,105,
26900172,1610612749,Bucks,MIL,Milwaukee,240,57,104.0,0.548,,,,17,28.0,0.606,,,,35.0,,,,20.0,131,
26900172,1610612760,SuperSonics,SEA,Seattle,240,37,99.0,0.373,,,,24,26.0,0.923,,,,19.0,,,,21.0,98,
26900168,1610612747,Lakers,LAL,Los Angeles,240,46,89.0,0.517,,,,36,41.0,0.878,,,,31.0,,,,26.0,128,
26900168,1610612765,Pistons,DET,Detroit,240,39,84.0,0.464,,,,31,45.0,0.688,,,,19.0,,,,30.0,109,
26900166,1610612758,Royals,CIN,Cincinnati,240,59,109.0,0.541,,,,38,50.0,0.76,,,,39.0,,,,30.0,156,
26900166,1610612737,Hawks,ATL,Atlanta,240,48,106.0,0.453,,,,31,40.0,0.775,,,,27.0,,,,31.0,127,
26900167,1610612756,Suns,PHX,Phoenix,240,43,87.0,0.493,,,,28,37.0,0.757,,,,24.0,,,,28.0,114,
26900167,1610612741,Bulls,CHI,Chicago,240,47,104.0,0.452,,,,19,33.0,0.575,,,,29.0,,,,26.0,113,
26900169,1610612744,Warriors,SFW,San Francisco,240,43,111.0,0.387,,,,26,35.0,0.742,,,,23.0,,,,20.0,112,
26900169,1610612745,Rockets,SDR,San Diego,240,44,106.0,0.414,,,,19,24.0,0.792,,,,19.0,,,,24.0,107,
26900174,1610612745,Rockets,SDR,San Diego,240,53,106.0,0.5,,,,20,27.0,0.74,,,,23.0,,,,29.0,126,
26900174,1610612747,Lakers,LAL,Los Angeles,240,47,104.0,0.452,,,,34,43.0,0.791,,,,23.0,,,,22.0,128,
26900173,1610612760,SuperSonics,SEA,Seattle,265,56,131.0,0.426,,,,20,27.0,0.74,,,,31.0,,,,25.0,132,
26900173,1610612764,Bullets,BLT,Baltimore,265,52,118.0,0.441,,,,27,33.0,0.817,,,,25.0,,,,27.0,131,
26900177,1610612752,Knicks,NYK,New York,240,51,109.0,0.468,,,,22,29.0,0.759,,,,29.0,,,,25.0,124,
26900177,1610612749,Bucks,MIL,Milwaukee,240,38,88.0,0.431,,,,23,29.0,0.793,,,,20.0,,,,21.0,99,
26900175,1610612741,Bulls,CHI,Chicago,0,40,94.0,0.425,,,,36,43.0,0.836,,,,33.0,,,,23.0,116,
26900175,1610612738,Celtics,BOS,Boston,0,47,99.0,0.474,,,,20,26.0,0.769,,,,17.0,,,,38.0,114,
26900176,1610612755,76ers,PHL,Philadelphia,240,45,101.0,0.446,,,,30,40.0,0.75,,,,23.0,,,,28.0,120,
26900176,1610612758,Royals,CIN,Cincinnati,240,33,84.0,0.393,,,,36,40.0,0.9,,,,16.0,,,,25.0,102,
26900179,1610612747,Lakers,LAL,Los Angeles,240,41,92.0,0.446,,,,21,32.0,0.656,,,,23.0,,,,18.0,103,
26900179,1610612737,Hawks,ATL,Atlanta,240,43,95.0,0.453,,,,18,24.0,0.75,,,,17.0,,,,20.0,104,
26900178,1610612756,Suns,PHX,Phoenix,240,42,87.0,0.482,,,,29,35.0,0.828,,,,29.0,,,,33.0,113,
26900178,1610612765,Pistons,DET,Detroit,240,40,75.0,0.533,,,,38,50.0,0.76,,,,32.0,,,,29.0,118,
26900181,1610612745,Rockets,SDR,San Diego,0,46,100.0,0.46,,,,10,18.0,0.556,,,,28.0,,,,26.0,102,
26900181,1610612765,Pistons,DET,Detroit,0,45,105.0,0.428,,,,21,30.0,0.699,,,,19.0,,,,18.0,111,
26900180,1610612764,Bullets,BLT,Baltimore,72,56,106.0,0.528,,,,13,20.0,0.65,,,,40.0,,,,27.0,125,
26900180,1610612741,Bulls,CHI,Chicago,0,51,103.0,0.494,,,,20,37.0,0.541,,,,31.0,,,,20.0,122,
26900182,1610612737,Hawks,ATL,Atlanta,240,45,95.0,0.473,,,,27,30.0,0.9,,,,10.0,,,,18.0,117,
26900182,1610612744,Warriors,SFW,San Francisco,240,50,91.0,0.549,,,,15,20.0,0.75,,,,17.0,,,,22.0,115,
26900184,1610612741,Bulls,CHI,Chicago,250,40,93.0,0.429,,,,29,35.0,0.828,,,,30.0,,,,15.0,109,
26900184,1610612756,Suns,PHX,Phoenix,240,44,86.0,0.512,,,,14,18.0,0.778,,,,22.0,,,,25.0,102,
26900186,1610612755,76ers,PHL,Philadelphia,230,54,105.0,0.514,,,,15,21.0,0.713,,,,37.0,,,,20.0,123,
26900186,1610612747,Lakers,LAL,Los Angeles,240,38,97.0,0.392,,,,23,31.0,0.741,,,,21.0,,,,20.0,99,
26900183,1610612760,SuperSonics,SEA,Seattle,240,42,93.0,0.452,,,,25,33.0,0.758,,,,27.0,,,,25.0,109,
26900183,1610612765,Pistons,DET,Detroit,240,40,86.0,0.465,,,,24,30.0,0.8,,,,20.0,,,,26.0,104,
26900185,1610612752,Knicks,NYK,New York,240,40,90.0,0.444,,,,21,31.0,0.677,,,,28.0,,,,31.0,101,
26900185,1610612758,Royals,CIN,Cincinnati,240,37,81.0,0.457,,,,29,36.0,0.806,,,,22.0,,,,21.0,103,
26900187,1610612758,Royals,CIN,Cincinnati,240,45,93.0,0.483,,,,32,45.0,0.71,,,,21.0,,,,28.0,122,
26900187,1610612755,76ers,PHL,Philadelphia,240,41,86.0,0.476,,,,39,48.0,0.812,,,,26.0,,,,31.0,121,
26900190,1610612738,Celtics,BOS,Boston,240,45,93.0,0.483,,,,21,25.0,0.839,,,,33.0,,,,27.0,111,
26900190,1610612747,Lakers,LAL,Los Angeles,240,40,103.0,0.388,,,,19,24.0,0.792,,,,26.0,,,,24.0,99,
26900191,1610612749,Bucks,MIL,Milwaukee,240,41,95.0,0.431,,,,13,17.0,0.765,,,,21.0,,,,20.0,95,
26900191,1610612752,Knicks,NYK,New York,240,40,74.0,0.541,,,,16,24.0,0.667,,,,23.0,,,,21.0,96,
26900189,1610612764,Bullets,BLT,Baltimore,240,45,109.0,0.412,,,,17,26.0,0.654,,,,18.0,,,,22.0,107,
26900189,1610612756,Suns,PHX,Phoenix,240,55,114.0,0.481,,,,27,33.0,0.817,,,,24.0,,,,23.0,137,
26900188,1610612745,Rockets,SDR,San Diego,0,51,107.0,0.476,,,,24,31.0,0.774,,,,35.0,,,,18.0,126,
26900188,1610612737,Hawks,ATL,Atlanta,0,47,107.0,0.439,,,,13,19.0,0.684,,,,27.0,,,,25.0,107,
26900194,1610612741,Bulls,CHI,Chicago,240,44,100.0,0.44,,,,22,24.0,0.917,,,,28.0,,,,23.0,110,
26900194,1610612744,Warriors,SFW,San Francisco,240,41,94.0,0.435,,,,22,30.0,0.732,,,,25.0,,,,26.0,104,
26900193,1610612760,SuperSonics,SEA,Seattle,240,41,84.0,0.487,,,,30,45.0,0.667,,,,26.0,,,,23.0,112,
26900193,1610612752,Knicks,NYK,New York,240,42,97.0,0.432,,,,21,27.0,0.778,,,,23.0,,,,31.0,105,
26900192,1610612765,Pistons,DET,Detroit,0,45,86.0,0.523,,,,29,36.0,0.806,,,,,,,,24.0,119,
26900192,1610612758,Royals,CIN,Cincinnati,0,50,110.0,0.455,,,,16,28.0,0.57,,,,7.0,,,,26.0,116,
26900197,1610612749,Bucks,MIL,Milwaukee,240,49,99.0,0.494,,,,25,33.0,0.758,,,,30.0,,,,25.0,123,
26900197,1610612744,Warriors,SFW,San Francisco,240,42,112.0,0.375,,,,25,32.0,0.781,,,,19.0,,,,24.0,109,
26900199,1610612737,Hawks,ATL,Atlanta,240,48,103.0,0.466,,,,25,29.0,0.861,,,,27.0,,,,15.0,121,
26900199,1610612747,Lakers,LAL,Los Angeles,240,48,104.0,0.462,,,,11,15.0,0.732,,,,21.0,,,,24.0,107,
26900200,1610612738,Celtics,BOS,Boston,240,37,99.0,0.373,,,,33,37.0,0.892,,,,25.0,,,,23.0,107,
26900200,1610612745,Rockets,SDR,San Diego,240,42,95.0,0.442,,,,20,31.0,0.645,,,,20.0,,,,26.0,104,
26900195,1610612760,SuperSonics,SEA,Seattle,240,45,92.0,0.488,,,,26,29.0,0.897,,,,30.0,,,,29.0,116,
26900195,1610612756,Suns,PHX,Phoenix,240,46,92.0,0.5,,,,38,44.0,0.863,,,,28.0,,,,28.0,130,
26900198,1610612741,Bulls,CHI,Chicago,240,46,101.0,0.455,,,,16,22.0,0.726,,,,27.0,,,,16.0,108,
26900198,1610612764,Bullets,BLT,Baltimore,240,54,105.0,0.514,,,,15,17.0,0.882,,,,24.0,,,,20.0,123,
26900196,1610612755,76ers,PHL,Philadelphia,231,44,99.0,0.444,,,,37,39.0,0.948,,,,31.0,,,,25.0,125,
26900196,1610612765,Pistons,DET,Detroit,240,40,94.0,0.425,,,,31,37.0,0.837,,,,27.0,,,,30.0,111,
26900203,1610612737,Hawks,ATL,Atlanta,0,42,,,,,,16,21.0,0.762,,,,14.0,,,,23.0,100,
26900203,1610612749,Bucks,MIL,Milwaukee,0,53,,,,,,15,26.0,0.576,,,,14.0,,,,23.0,121,
26900202,1610612764,Bullets,BLT,Baltimore,0,48,100.0,0.479,,,,21,29.0,0.723,,,,27.0,,,,20.0,117,
26900202,1610612745,Rockets,SDR,San Diego,0,44,125.0,0.351,,,,17,20.0,0.849,,,,19.0,,,,26.0,105,
26900204,1610612765,Pistons,DET,Detroit,240,40,103.0,0.388,,,,17,21.0,0.81,,,,18.0,,,,22.0,97,
26900204,1610612744,Warriors,SFW,San Francisco,240,43,106.0,0.406,,,,18,24.0,0.75,,,,24.0,,,,22.0,104,
26900201,1610612756,Suns,PHX,Phoenix,240,48,94.0,0.511,,,,30,36.0,0.832,,,,33.0,,,,37.0,126,
26900201,1610612758,Royals,CIN,Cincinnati,242,39,112.0,0.347,,,,32,52.0,0.614,,,,22.0,,,,27.0,110,
26900207,1610612755,76ers,PHL,Philadelphia,241,51,106.0,0.48,,,,24,32.0,0.75,,,,29.0,,,,28.0,126,
26900207,1610612741,Bulls,CHI,Chicago,240,44,92.0,0.477,,,,33,37.0,0.892,,,,26.0,,,,25.0,121,
26900206,1610612747,Lakers,LAL,Los Angeles,240,48,97.0,0.494,,,,35,47.0,0.744,,,,31.0,,,,21.0,131,
26900206,1610612760,SuperSonics,SEA,Seattle,240,55,104.0,0.529,,,,17,22.0,0.773,,,,26.0,,,,33.0,127,
26900208,1610612749,Bucks,MIL,Milwaukee,240,50,99.0,0.505,,,,18,23.0,0.783,,,,34.0,,,,21.0,118,
26900208,1610612745,Rockets,SDR,San Diego,240,40,101.0,0.396,,,,25,30.0,0.832,,,,21.0,,,,16.0,105,
26900205,1610612756,Suns,PHX,Phoenix,290,45,93.0,0.483,,,,40,53.0,0.755,,,,32.0,,,,28.0,130,
26900205,1610612758,Royals,CIN,Cincinnati,290,56,122.0,0.459,,,,25,34.0,0.734,,,,36.0,,,,34.0,137,
26900209,1610612752,Knicks,NYK,New York,265,50,108.0,0.463,,,,24,31.0,0.774,,,,40.0,,,,25.0,124,
26900209,1610612737,Hawks,ATL,Atlanta,265,51,96.0,0.531,,,,23,26.0,0.885,,,,33.0,,,,26.0,125,
26900212,1610612741,Bulls,CHI,Chicago,0,38,100.0,0.38,,,,25,34.0,0.734,,,,23.0,,,,24.0,101,
26900212,1610612745,Rockets,SDR,San Diego,0,44,91.0,0.483,,,,22,33.0,0.667,,,,17.0,,,,30.0,110,
26900210,1610612744,Warriors,SFW,San Francisco,240,49,108.0,0.454,,,,27,42.0,0.643,,,,26.0,,,,28.0,125,
26900210,1610612760,SuperSonics,SEA,Seattle,240,44,93.0,0.472,,,,31,39.0,0.795,,,,28.0,,,,28.0,119,
26900213,1610612738,Celtics,BOS,Boston,0,49,,,,,,19,27.0,0.703,,,,7.0,,,,26.0,117,
26900213,1610612765,Pistons,DET,Detroit,0,37,,,,,,24,33.0,0.726,,,,,,,,23.0,98,
26900211,1610612756,Suns,PHX,Phoenix,240,45,94.0,0.478,,,,29,37.0,0.784,,,,29.0,,,,30.0,119,
26900211,1610612755,76ers,PHL,Philadelphia,240,56,105.0,0.533,,,,29,45.0,0.644,,,,32.0,,,,25.0,141,
26900217,1610612760,SuperSonics,SEA,Seattle,241,45,87.0,0.517,,,,27,32.0,0.843,,,,33.0,,,,21.0,117,
26900217,1610612758,Royals,CIN,Cincinnati,240,41,90.0,0.456,,,,22,31.0,0.709,,,,22.0,,,,26.0,104,
26900215,1610612765,Pistons,DET,Detroit,0,42,99.0,0.423,,,,23,31.0,0.741,,,,17.0,,,,26.0,107,
26900215,1610612745,Rockets,SDR,San Diego,0,42,98.0,0.428,,,,30,32.0,0.937,,,,19.0,,,,23.0,114,
26900216,1610612738,Celtics,BOS,Boston,240,44,104.0,0.422,,,,18,19.0,0.946,,,,16.0,,,,22.0,106,
26900216,1610612749,Bucks,MIL,Milwaukee,240,49,90.0,0.544,,,,26,32.0,0.812,,,,24.0,,,,20.0,124,
26900214,1610612737,Hawks,ATL,Atlanta,240,57,108.0,0.528,,,,19,22.0,0.863,,,,34.0,,,,21.0,133,
26900214,1610612764,Bullets,BLT,Baltimore,240,54,91.0,0.592,,,,30,38.0,0.789,,,,31.0,,,,19.0,138,
26900218,1610612741,Bulls,CHI,Chicago,240,41,94.0,0.435,,,,32,37.0,0.864,,,,31.0,,,,23.0,114,
26900218,1610612737,Hawks,ATL,Atlanta,241,46,95.0,0.483,,,,20,24.0,0.832,,,,36.0,,,,27.0,112,
26900222,1610612747,Lakers,LAL,Los Angeles,84,44,92.0,0.477,,,,21,27.0,0.778,,,,23.0,,,,23.0,109,
26900222,1610612758,Royals,CIN,Cincinnati,0,47,93.0,0.505,,,,23,35.0,0.657,,,,22.0,,,,22.0,117,
26900219,1610612760,SuperSonics,SEA,Seattle,240,45,90.0,0.5,,,,33,50.0,0.66,,,,24.0,,,,34.0,123,
26900219,1610612755,76ers,PHL,Philadelphia,240,40,97.0,0.411,,,,36,48.0,0.75,,,,23.0,,,,31.0,116,
26900220,1610612749,Bucks,MIL,Milwaukee,240,40,89.0,0.449,,,,35,46.0,0.761,,,,26.0,,,,32.0,115,
26900220,1610612738,Celtics,BOS,Boston,240,41,107.0,0.383,,,,29,41.0,0.706,,,,18.0,,,,31.0,111,
26900223,1610612764,Bullets,BLT,Baltimore,240,41,86.0,0.476,,,,26,38.0,0.684,,,,18.0,,,,22.0,108,
26900223,1610612765,Pistons,DET,Detroit,240,41,84.0,0.487,,,,23,29.0,0.793,,,,20.0,,,,30.0,105,
26900224,1610612741,Bulls,CHI,Chicago,240,36,80.0,0.45,,,,27,34.0,0.794,,,,14.0,,,,17.0,99,
26900224,1610612752,Knicks,NYK,New York,240,45,94.0,0.478,,,,18,21.0,0.856,,,,21.0,,,,28.0,108,
26900221,1610612745,Rockets,SDR,San Diego,240,50,111.0,0.45,,,,19,31.0,0.612,,,,32.0,,,,27.0,119,
26900221,1610612744,Warriors,SFW,San Francisco,240,42,110.0,0.382,,,,27,35.0,0.771,,,,14.0,,,,20.0,111,
26900229,1610612752,Knicks,NYK,New York,240,55,123.0,0.447,,,,18,26.0,0.691,,,,35.0,,,,26.0,128,
26900229,1610612764,Bullets,BLT,Baltimore,240,35,90.0,0.389,,,,21,31.0,0.677,,,,20.0,,,,20.0,91,
26900225,1610612765,Pistons,DET,Detroit,240,44,86.0,0.512,,,,26,39.0,0.667,,,,17.0,,,,22.0,114,
26900225,1610612756,Suns,PHX,Phoenix,240,45,93.0,0.483,,,,23,32.0,0.718,,,,20.0,,,,25.0,113,
26900228,1610612737,Hawks,ATL,Atlanta,240,41,76.0,0.539,,,,40,55.0,0.726,,,,22.0,,,,21.0,122,
26900228,1610612738,Celtics,BOS,Boston,240,45,116.0,0.388,,,,16,30.0,0.533,,,,15.0,,,,30.0,106,
26900227,1610612744,Warriors,SFW,San Francisco,240,44,99.0,0.444,,,,21,29.0,0.723,,,,24.0,,,,23.0,109,
26900227,1610612755,76ers,PHL,Philadelphia,240,53,111.0,0.476,,,,16,21.0,0.762,,,,22.0,,,,29.0,122,
26900226,1610612745,Rockets,SDR,San Diego,0,49,95.0,0.516,,,,28,33.0,0.847,,,,25.0,,,,22.0,126,
26900226,1610612758,Royals,CIN,Cincinnati,0,46,100.0,0.46,,,,19,28.0,0.679,,,,17.0,,,,25.0,111,
26900231,1610612737,Hawks,ATL,Atlanta,240,51,101.0,0.505,,,,16,19.0,0.841,,,,30.0,,,,25.0,118,
26900231,1610612741,Bulls,CHI,Chicago,240,43,99.0,0.433,,,,25,32.0,0.781,,,,19.0,,,,15.0,111,
26900232,1610612749,Bucks,MIL,Milwaukee,240,42,92.0,0.457,,,,34,47.0,0.722,,,,25.0,,,,23.0,118,
26900232,1610612756,Suns,PHX,Phoenix,240,45,103.0,0.436,,,,21,33.0,0.636,,,,25.0,,,,31.0,111,
26900230,1610612747,Lakers,LAL,Los Angeles,240,47,98.0,0.479,,,,39,44.0,0.886,,,,31.0,,,,26.0,133,
26900230,1610612755,76ers,PHL,Philadelphia,240,47,106.0,0.443,,,,23,34.0,0.676,,,,26.0,,,,29.0,117,
26900233,1610612760,SuperSonics,SEA,Seattle,230,46,89.0,0.517,,,,20,28.0,0.713,,,,33.0,,,,24.0,112,
26900233,1610612745,Rockets,SDR,San Diego,240,36,100.0,0.359,,,,24,33.0,0.726,,,,20.0,,,,24.0,96,
26900234,1610612744,Warriors,SFW,San Francisco,240,46,97.0,0.473,,,,27,34.0,0.794,,,,30.0,,,,28.0,119,
26900234,1610612760,SuperSonics,SEA,Seattle,240,42,103.0,0.407,,,,31,38.0,0.815,,,,18.0,,,,26.0,115,
26900235,1610612738,Celtics,BOS,Boston,240,52,117.0,0.444,,,,13,19.0,0.684,,,,33.0,,,,28.0,117,
26900235,1610612741,Bulls,CHI,Chicago,240,41,98.0,0.417,,,,30,36.0,0.832,,,,20.0,,,,22.0,112,
26900236,1610612745,Rockets,SDR,San Diego,240,39,89.0,0.438,,,,37,45.0,0.821,,,,21.0,,,,27.0,115,
26900236,1610612747,Lakers,LAL,Los Angeles,240,41,116.0,0.352,,,,27,33.0,0.817,,,,23.0,,,,30.0,109,
26900240,1610612752,Knicks,NYK,New York,240,50,90.0,0.556,,,,12,17.0,0.705,,,,31.0,,,,21.0,112,
26900240,1610612765,Pistons,DET,Detroit,240,48,85.0,0.564,,,,15,20.0,0.75,,,,18.0,,,,17.0,111,
26900239,1610612764,Bullets,BLT,Baltimore,240,45,100.0,0.45,,,,31,36.0,0.86,,,,19.0,,,,27.0,121,
26900239,1610612755,76ers,PHL,Philadelphia,240,53,103.0,0.515,,,,28,43.0,0.651,,,,17.0,,,,26.0,134,
26900238,1610612756,Suns,PHX,Phoenix,240,43,86.0,0.5,,,,41,53.0,0.774,,,,36.0,,,,26.0,127,
26900238,1610612738,Celtics,BOS,Boston,240,45,113.0,0.398,,,,26,35.0,0.742,,,,26.0,,,,35.0,116,
26900237,1610612758,Royals,CIN,Cincinnati,265,47,111.0,0.422,,,,26,37.0,0.702,,,,21.0,,,,35.0,120,
26900237,1610612744,Warriors,SFW,San Francisco,265,45,110.0,0.408,,,,34,41.0,0.828,,,,20.0,,,,28.0,124,
26900242,1610612760,SuperSonics,SEA,Seattle,240,38,93.0,0.408,,,,36,47.0,0.766,,,,26.0,,,,26.0,112,
